analysis_level,provider,run_name,requested_model,prompt_variant,evaluation_scope,target_family,valid_prediction_n,reference_positive_n,reference_negative_n,predicted_positive_n,accuracy,recall,precision,f1,specificity,auroc,auroc_flag,tn,fp,fn,tp,threshold,expected_n,prediction_coverage,document,target_labeler,label_source_type
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,old_gold_test_only__drop_kyle_only,old_gold,11,5,6,3,0.8181818181818182,0.6,1.0,0.75,1.0,1.0,,6,0,2,3,0.5,11,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,old_gold_test_only__drop_kyle_only,old_gold,8,8,0,3,0.375,0.375,1.0,0.5454545454545454,,,single_reference_class,0,0,5,3,0.5,8,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,pooled_coder_labels,pooled_coder_decisions,28,9,19,0,0.6785714285714286,0.0,0.0,0.0,1.0,0.5263157894736842,,19,0,9,0,0.5,28,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,pooled_coder_labels,pooled_coder_decisions,56,50,6,4,0.17857142857142858,0.08,1.0,0.14814814814814814,1.0,0.49,,6,0,46,4,0.5,56,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,pooled_coder_labels,pooled_coder_decisions,9,8,1,2,0.3333333333333333,0.25,1.0,0.4,1.0,0.5,,1,0,6,2,0.5,9,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,pooled_coder_labels,pooled_coder_decisions,18,12,6,6,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,0.9722222222222223,,6,0,6,6,0.5,18,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,pooled_coder_labels,pooled_coder_decisions,11,11,0,5,0.45454545454545453,0.45454545454545453,1.0,0.625,,,single_reference_class,0,0,6,5,0.5,11,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,24,7,17,0,0.7083333333333334,0.0,0.0,0.0,1.0,0.6050420168067228,,17,0,7,0,0.5,24,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,56,50,6,4,0.17857142857142858,0.08,1.0,0.14814814814814814,1.0,0.49,,6,0,46,4,0.5,56,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,5,5,0,2,0.4,0.4,1.0,0.5714285714285714,,,single_reference_class,0,0,3,2,0.5,5,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,18,12,6,6,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,0.9722222222222223,,6,0,6,6,0.5,18,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,11,11,0,5,0.45454545454545453,0.45454545454545453,1.0,0.625,,,single_reference_class,0,0,6,5,0.5,11,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,22,5,17,0,0.7727272727272727,0.0,0.0,0.0,1.0,0.3941176470588236,,17,0,5,0,0.5,22,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,28,22,6,2,0.21428571428571427,0.045454545454545456,0.5,0.08333333333333333,0.8333333333333334,0.39015151515151514,,5,1,21,1,0.5,28,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,7,6,1,1,0.2857142857142857,0.16666666666666666,1.0,0.2857142857142857,1.0,0.5,,1,0,5,1,0.5,7,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,11,5,6,3,0.8181818181818182,0.6,1.0,0.75,1.0,0.9500000000000001,,6,0,2,3,0.5,11,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,8,8,0,3,0.375,0.375,1.0,0.5454545454545454,,,single_reference_class,0,0,5,3,0.5,8,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,18,3,15,0,0.8333333333333334,0.0,0.0,0.0,1.0,0.5888888888888888,,15,0,3,0,0.5,18,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,28,22,6,2,0.21428571428571427,0.045454545454545456,0.5,0.08333333333333333,0.8333333333333334,0.39015151515151514,,5,1,21,1,0.5,28,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,3,3,0,1,0.3333333333333333,0.3333333333333333,1.0,0.5,,,single_reference_class,0,0,2,1,0.5,3,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,11,5,6,3,0.8181818181818182,0.6,1.0,0.75,1.0,0.9500000000000001,,6,0,2,3,0.5,11,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,8,8,0,3,0.375,0.375,1.0,0.5454545454545454,,,single_reference_class,0,0,5,3,0.5,8,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_anmol,individual_coder,6,2,4,0,0.6666666666666666,0.0,0.0,0.0,1.0,0.75,,4,0,2,0,0.5,6,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_anmol,individual_coder,28,22,6,2,0.21428571428571427,0.045454545454545456,0.5,0.08333333333333333,0.8333333333333334,0.39015151515151514,,5,1,21,1,0.5,28,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_anmol,individual_coder,3,3,0,1,0.3333333333333333,0.3333333333333333,1.0,0.5,,,single_reference_class,0,0,2,1,0.5,3,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_anmol,individual_coder,9,5,4,3,0.7777777777777778,0.6,1.0,0.75,1.0,0.925,,4,0,2,3,0.5,9,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_anmol,individual_coder,7,7,0,2,0.2857142857142857,0.2857142857142857,1.0,0.4444444444444444,,,single_reference_class,0,0,5,2,0.5,7,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,6,2,4,0,0.6666666666666666,0.0,0.0,0.0,1.0,0.75,,4,0,2,0,0.5,6,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,28,22,6,2,0.21428571428571427,0.045454545454545456,0.5,0.08333333333333333,0.8333333333333334,0.39015151515151514,,5,1,21,1,0.5,28,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,3,3,0,1,0.3333333333333333,0.3333333333333333,1.0,0.5,,,single_reference_class,0,0,2,1,0.5,3,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,9,5,4,3,0.7777777777777778,0.6,1.0,0.75,1.0,0.925,,4,0,2,3,0.5,9,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,7,7,0,2,0.2857142857142857,0.2857142857142857,1.0,0.4444444444444444,,,single_reference_class,0,0,5,2,0.5,7,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_kyle,individual_coder,8,6,2,0,0.25,0.0,0.0,0.0,1.0,0.5,,2,0,6,0,0.5,8,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_kyle,individual_coder,28,28,0,2,0.07142857142857142,0.07142857142857142,1.0,0.13333333333333333,,,single_reference_class,0,0,26,2,0.5,28,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_kyle,individual_coder,6,5,1,1,0.3333333333333333,0.2,1.0,0.3333333333333333,1.0,0.4,,1,0,4,1,0.5,6,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_kyle,individual_coder,9,7,2,3,0.5555555555555556,0.42857142857142855,1.0,0.6,1.0,1.0,,2,0,4,3,0.5,9,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,4,4,0,0,0.0,0.0,0.0,0.0,,,single_reference_class,0,0,4,0,0.5,4,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,28,28,0,2,0.07142857142857142,0.07142857142857142,1.0,0.13333333333333333,,,single_reference_class,0,0,26,2,0.5,28,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,2,2,0,1,0.5,0.5,1.0,0.6666666666666666,,,single_reference_class,0,0,1,1,0.5,2,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,9,7,2,3,0.5555555555555556,0.42857142857142855,1.0,0.6,1.0,1.0,,2,0,4,3,0.5,9,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_prerana,individual_coder,14,1,13,0,0.9285714285714286,0.0,0.0,0.0,1.0,0.1923076923076923,,13,0,1,0,0.5,14,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_prerana,individual_coder,4,4,0,2,0.5,0.5,1.0,0.6666666666666666,,,single_reference_class,0,0,2,2,0.5,4,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_prerana__drop_kyle_only,individual_coder,14,1,13,0,0.9285714285714286,0.0,0.0,0.0,1.0,0.1923076923076923,,13,0,1,0,0.5,14,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_prerana__drop_kyle_only,individual_coder,4,4,0,2,0.5,0.5,1.0,0.6666666666666666,,,single_reference_class,0,0,2,2,0.5,4,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,new_gold_test_only,new_gold,22,5,17,0,0.7727272727272727,0.0,0.0,0.0,1.0,0.3941176470588236,,17,0,5,0,0.5,22,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,new_gold_test_only,new_gold,28,22,6,2,0.21428571428571427,0.045454545454545456,0.5,0.08333333333333333,0.8333333333333334,0.39015151515151514,,5,1,21,1,0.5,28,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,new_gold_test_only,new_gold,7,6,1,1,0.2857142857142857,0.16666666666666666,1.0,0.2857142857142857,1.0,0.5,,1,0,5,1,0.5,7,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,new_gold_test_only,new_gold,11,5,6,3,0.8181818181818182,0.6,1.0,0.75,1.0,0.9500000000000001,,6,0,2,3,0.5,11,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,new_gold_test_only,new_gold,8,8,0,3,0.375,0.375,1.0,0.5454545454545454,,,single_reference_class,0,0,5,3,0.5,8,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,18,3,15,0,0.8333333333333334,0.0,0.0,0.0,1.0,0.5888888888888888,,15,0,3,0,0.5,18,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,28,22,6,2,0.21428571428571427,0.045454545454545456,0.5,0.08333333333333333,0.8333333333333334,0.39015151515151514,,5,1,21,1,0.5,28,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,3,3,0,1,0.3333333333333333,0.3333333333333333,1.0,0.5,,,single_reference_class,0,0,2,1,0.5,3,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,11,5,6,3,0.8181818181818182,0.6,1.0,0.75,1.0,0.9500000000000001,,6,0,2,3,0.5,11,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,8,8,0,3,0.375,0.375,1.0,0.5454545454545454,,,single_reference_class,0,0,5,3,0.5,8,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,old_gold_test_only,old_gold,22,13,9,0,0.4090909090909091,0.0,0.0,0.0,1.0,0.5897435897435898,,9,0,13,0,0.5,22,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,old_gold_test_only,old_gold,28,22,6,2,0.21428571428571427,0.045454545454545456,0.5,0.08333333333333333,0.8333333333333334,0.39015151515151514,,5,1,21,1,0.5,28,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,old_gold_test_only,old_gold,7,6,1,1,0.2857142857142857,0.16666666666666666,1.0,0.2857142857142857,1.0,0.5,,1,0,5,1,0.5,7,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,old_gold_test_only,old_gold,11,5,6,3,0.8181818181818182,0.6,1.0,0.75,1.0,0.9500000000000001,,6,0,2,3,0.5,11,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,old_gold_test_only,old_gold,8,8,0,3,0.375,0.375,1.0,0.5454545454545454,,,single_reference_class,0,0,5,3,0.5,8,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,18,11,7,0,0.3888888888888889,0.0,0.0,0.0,1.0,0.6558441558441559,,7,0,11,0,0.5,18,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,28,22,6,2,0.21428571428571427,0.045454545454545456,0.5,0.08333333333333333,0.8333333333333334,0.39015151515151514,,5,1,21,1,0.5,28,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,3,3,0,1,0.3333333333333333,0.3333333333333333,1.0,0.5,,,single_reference_class,0,0,2,1,0.5,3,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,11,5,6,3,0.8181818181818182,0.6,1.0,0.75,1.0,0.9500000000000001,,6,0,2,3,0.5,11,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,8,8,0,3,0.375,0.375,1.0,0.5454545454545454,,,single_reference_class,0,0,5,3,0.5,8,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,28,9,19,0,0.6785714285714286,0.0,0.0,0.0,1.0,0.48538011695906436,,19,0,9,0,0.5,28,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,56,50,6,4,0.14285714285714285,0.06,0.75,0.1111111111111111,0.8333333333333334,0.4033333333333333,,5,1,47,3,0.5,56,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,9,8,1,2,0.3333333333333333,0.25,1.0,0.4,1.0,0.5,,1,0,6,2,0.5,9,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,18,12,6,6,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,0.9305555555555556,,6,0,6,6,0.5,18,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,11,11,0,4,0.36363636363636365,0.36363636363636365,1.0,0.5333333333333333,,,single_reference_class,0,0,7,4,0.5,11,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,24,7,17,0,0.7083333333333334,0.0,0.0,0.0,1.0,0.588235294117647,,17,0,7,0,0.5,24,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,56,50,6,4,0.14285714285714285,0.06,0.75,0.1111111111111111,0.8333333333333334,0.4033333333333333,,5,1,47,3,0.5,56,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,5,5,0,2,0.4,0.4,1.0,0.5714285714285714,,,single_reference_class,0,0,3,2,0.5,5,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,18,12,6,6,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,0.9305555555555556,,6,0,6,6,0.5,18,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,11,11,0,4,0.36363636363636365,0.36363636363636365,1.0,0.5333333333333333,,,single_reference_class,0,0,7,4,0.5,11,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,22,5,17,0,0.7727272727272727,0.0,0.0,0.0,1.0,0.40588235294117647,,17,0,5,0,0.5,22,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,28,22,6,2,0.21428571428571427,0.045454545454545456,0.5,0.08333333333333333,0.8333333333333334,0.38257575757575757,,5,1,21,1,0.5,28,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,7,6,1,1,0.2857142857142857,0.16666666666666666,1.0,0.2857142857142857,1.0,0.6666666666666667,,1,0,5,1,0.5,7,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,11,5,6,3,0.8181818181818182,0.6,1.0,0.75,1.0,1.0,,6,0,2,3,0.5,11,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,8,8,0,2,0.25,0.25,1.0,0.4,,,single_reference_class,0,0,6,2,0.5,8,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,18,3,15,0,0.8333333333333334,0.0,0.0,0.0,1.0,0.611111111111111,,15,0,3,0,0.5,18,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,28,22,6,2,0.21428571428571427,0.045454545454545456,0.5,0.08333333333333333,0.8333333333333334,0.38257575757575757,,5,1,21,1,0.5,28,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,3,3,0,1,0.3333333333333333,0.3333333333333333,1.0,0.5,,,single_reference_class,0,0,2,1,0.5,3,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,11,5,6,3,0.8181818181818182,0.6,1.0,0.75,1.0,1.0,,6,0,2,3,0.5,11,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,8,8,0,2,0.25,0.25,1.0,0.4,,,single_reference_class,0,0,6,2,0.5,8,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_anmol,individual_coder,6,2,4,0,0.6666666666666666,0.0,0.0,0.0,1.0,0.75,,4,0,2,0,0.5,6,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_anmol,individual_coder,28,22,6,2,0.21428571428571427,0.045454545454545456,0.5,0.08333333333333333,0.8333333333333334,0.38257575757575757,,5,1,21,1,0.5,28,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_anmol,individual_coder,3,3,0,1,0.3333333333333333,0.3333333333333333,1.0,0.5,,,single_reference_class,0,0,2,1,0.5,3,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_anmol,individual_coder,9,5,4,3,0.7777777777777778,0.6,1.0,0.75,1.0,1.0,,4,0,2,3,0.5,9,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_anmol,individual_coder,7,7,0,1,0.14285714285714285,0.14285714285714285,1.0,0.25,,,single_reference_class,0,0,6,1,0.5,7,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_anmol__drop_kyle_only,individual_coder,6,2,4,0,0.6666666666666666,0.0,0.0,0.0,1.0,0.75,,4,0,2,0,0.5,6,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_anmol__drop_kyle_only,individual_coder,28,22,6,2,0.21428571428571427,0.045454545454545456,0.5,0.08333333333333333,0.8333333333333334,0.38257575757575757,,5,1,21,1,0.5,28,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_anmol__drop_kyle_only,individual_coder,3,3,0,1,0.3333333333333333,0.3333333333333333,1.0,0.5,,,single_reference_class,0,0,2,1,0.5,3,1.0,GAO,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_anmol__drop_kyle_only,individual_coder,9,5,4,3,0.7777777777777778,0.6,1.0,0.75,1.0,1.0,,4,0,2,3,0.5,9,1.0,Hurricane Katrina,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_anmol__drop_kyle_only,individual_coder,7,7,0,1,0.14285714285714285,0.14285714285714285,1.0,0.25,,,single_reference_class,0,0,6,1,0.5,7,1.0,PAR,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_kyle,individual_coder,8,6,2,0,0.25,0.0,0.0,0.0,1.0,0.5,,2,0,6,0,0.5,8,1.0,EPA,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_kyle,individual_coder,28,28,0,2,0.07142857142857142,0.07142857142857142,1.0,0.13333333333333333,,,single_reference_class,0,0,26,2,0.5,28,1.0,ERP Report,,
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_kyle,individual_coder,6,5,1,1,0.3333333333333333,0.2,1.0,0.3333333333333333,1.0,0.6000000000000001,,1,0,4,1,0.5,6,1.0,GAO,,
