analysis_level,provider,run_name,requested_model,prompt_variant,evaluation_scope,target_family,valid_prediction_n,reference_positive_n,reference_negative_n,predicted_positive_n,accuracy,recall,precision,f1,specificity,auroc,auroc_flag,tn,fp,fn,tp,threshold,expected_n,prediction_coverage,document,target_labeler,label_source_type,threshold_mode
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,new_gold_test_only__drop_kyle_only,new_gold,11,5,6,9,0.6363636363636364,1.0,0.5555555555555556,0.7142857142857143,0.3333333333333333,0.9666666666666667,,2,4,0,5,0.1,11,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,new_gold_test_only__drop_kyle_only,new_gold,8,8,0,7,0.875,0.875,1.0,0.9333333333333333,,,single_reference_class,0,0,1,7,0.1,8,1.0,PAR,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,old_gold_test_only,old_gold,22,13,9,20,0.5909090909090909,0.9230769230769231,0.6,0.7272727272727273,0.1111111111111111,0.700854700854701,,1,8,1,12,0.1,22,1.0,EPA,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,old_gold_test_only,old_gold,28,22,6,28,0.7857142857142857,1.0,0.7857142857142857,0.88,0.0,0.2272727272727273,,0,6,0,22,0.1,28,1.0,ERP Report,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,old_gold_test_only,old_gold,7,6,1,6,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.75,,0,1,1,5,0.1,7,1.0,GAO,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,old_gold_test_only,old_gold,11,5,6,9,0.6363636363636364,1.0,0.5555555555555556,0.7142857142857143,0.3333333333333333,0.9666666666666667,,2,4,0,5,0.1,11,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,old_gold_test_only,old_gold,8,8,0,7,0.875,0.875,1.0,0.9333333333333333,,,single_reference_class,0,0,1,7,0.1,8,1.0,PAR,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,old_gold_test_only__drop_kyle_only,old_gold,18,11,7,17,0.6666666666666666,1.0,0.6470588235294118,0.7857142857142857,0.14285714285714285,0.7597402597402597,,1,6,0,11,0.1,18,1.0,EPA,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,old_gold_test_only__drop_kyle_only,old_gold,28,22,6,28,0.7857142857142857,1.0,0.7857142857142857,0.88,0.0,0.2272727272727273,,0,6,0,22,0.1,28,1.0,ERP Report,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,old_gold_test_only__drop_kyle_only,old_gold,3,3,0,3,1.0,1.0,1.0,1.0,,,single_reference_class,0,0,0,3,0.1,3,1.0,GAO,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,old_gold_test_only__drop_kyle_only,old_gold,11,5,6,9,0.6363636363636364,1.0,0.5555555555555556,0.7142857142857143,0.3333333333333333,0.9666666666666667,,2,4,0,5,0.1,11,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,old_gold_test_only__drop_kyle_only,old_gold,8,8,0,7,0.875,0.875,1.0,0.9333333333333333,,,single_reference_class,0,0,1,7,0.1,8,1.0,PAR,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,pooled_coder_labels,pooled_coder_decisions,28,9,19,26,0.32142857142857145,0.8888888888888888,0.3076923076923077,0.45714285714285713,0.05263157894736842,0.5964912280701754,,1,18,1,8,0.1,28,1.0,EPA,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,pooled_coder_labels,pooled_coder_decisions,56,50,6,56,0.8928571428571429,1.0,0.8928571428571429,0.9433962264150944,0.0,0.26,,0,6,0,50,0.1,56,1.0,ERP Report,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,pooled_coder_labels,pooled_coder_decisions,9,8,1,8,0.7777777777777778,0.875,0.875,0.875,0.0,0.75,,0,1,1,7,0.1,9,1.0,GAO,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,pooled_coder_labels,pooled_coder_decisions,18,12,6,16,0.7777777777777778,1.0,0.75,0.8571428571428571,0.3333333333333333,0.8888888888888888,,2,4,0,12,0.1,18,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,pooled_coder_labels,pooled_coder_decisions,11,11,0,10,0.9090909090909091,0.9090909090909091,1.0,0.9523809523809523,,,single_reference_class,0,0,1,10,0.1,11,1.0,PAR,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,24,7,17,23,0.3333333333333333,1.0,0.30434782608695654,0.4666666666666667,0.058823529411764705,0.6722689075630253,,1,16,0,7,0.1,24,1.0,EPA,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,56,50,6,56,0.8928571428571429,1.0,0.8928571428571429,0.9433962264150944,0.0,0.26,,0,6,0,50,0.1,56,1.0,ERP Report,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,5,5,0,5,1.0,1.0,1.0,1.0,,,single_reference_class,0,0,0,5,0.1,5,1.0,GAO,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,18,12,6,16,0.7777777777777778,1.0,0.75,0.8571428571428571,0.3333333333333333,0.8888888888888888,,2,4,0,12,0.1,18,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,11,11,0,10,0.9090909090909091,0.9090909090909091,1.0,0.9523809523809523,,,single_reference_class,0,0,1,10,0.1,11,1.0,PAR,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,22,5,17,12,0.4090909090909091,0.4,0.16666666666666666,0.23529411764705882,0.4117647058823529,0.4176470588235294,,7,10,3,2,0.06,22,1.0,EPA,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,28,22,6,22,0.6428571428571429,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.16666666666666666,0.36742424242424243,,1,5,5,17,0.06,28,1.0,ERP Report,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,7,6,1,6,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.5,,0,1,1,5,0.06,7,1.0,GAO,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,11,5,6,9,0.6363636363636364,1.0,0.5555555555555556,0.7142857142857143,0.3333333333333333,1.0,,2,4,0,5,0.06,11,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,8,8,0,6,0.75,0.75,1.0,0.8571428571428571,,,single_reference_class,0,0,2,6,0.06,8,1.0,PAR,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,18,3,15,12,0.3888888888888889,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.3333333333333333,0.611111111111111,,5,10,1,2,0.06,18,1.0,EPA,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,28,22,6,22,0.6428571428571429,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.16666666666666666,0.36742424242424243,,1,5,5,17,0.06,28,1.0,ERP Report,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,3,3,0,3,1.0,1.0,1.0,1.0,,,single_reference_class,0,0,0,3,0.06,3,1.0,GAO,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,11,5,6,9,0.6363636363636364,1.0,0.5555555555555556,0.7142857142857143,0.3333333333333333,1.0,,2,4,0,5,0.06,11,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,8,8,0,6,0.75,0.75,1.0,0.8571428571428571,,,single_reference_class,0,0,2,6,0.06,8,1.0,PAR,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_anmol,individual_coder,6,2,4,6,0.3333333333333333,1.0,0.3333333333333333,0.5,0.0,0.625,,0,4,0,2,0.06,6,1.0,EPA,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_anmol,individual_coder,28,22,6,22,0.6428571428571429,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.16666666666666666,0.36742424242424243,,1,5,5,17,0.06,28,1.0,ERP Report,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_anmol,individual_coder,3,3,0,3,1.0,1.0,1.0,1.0,,,single_reference_class,0,0,0,3,0.06,3,1.0,GAO,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_anmol,individual_coder,9,5,4,8,0.6666666666666666,1.0,0.625,0.7692307692307693,0.25,1.0,,1,3,0,5,0.06,9,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_anmol,individual_coder,7,7,0,5,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333334,,,single_reference_class,0,0,2,5,0.06,7,1.0,PAR,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,6,2,4,6,0.3333333333333333,1.0,0.3333333333333333,0.5,0.0,0.625,,0,4,0,2,0.06,6,1.0,EPA,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,28,22,6,22,0.6428571428571429,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.16666666666666666,0.36742424242424243,,1,5,5,17,0.06,28,1.0,ERP Report,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,3,3,0,3,1.0,1.0,1.0,1.0,,,single_reference_class,0,0,0,3,0.06,3,1.0,GAO,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,9,5,4,8,0.6666666666666666,1.0,0.625,0.7692307692307693,0.25,1.0,,1,3,0,5,0.06,9,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,7,7,0,5,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333334,,,single_reference_class,0,0,2,5,0.06,7,1.0,PAR,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_kyle,individual_coder,8,6,2,3,0.625,0.5,1.0,0.6666666666666666,1.0,0.5833333333333334,,2,0,3,3,0.06,8,1.0,EPA,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_kyle,individual_coder,28,28,0,22,0.7857142857142857,0.7857142857142857,1.0,0.88,,,single_reference_class,0,0,6,22,0.06,28,1.0,ERP Report,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_kyle,individual_coder,6,5,1,5,0.6666666666666666,0.8,0.8,0.8,0.0,0.4,,0,1,1,4,0.06,6,1.0,GAO,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_kyle,individual_coder,9,7,2,8,0.8888888888888888,1.0,0.875,0.9333333333333333,0.5,0.9642857142857143,,1,1,0,7,0.06,9,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,4,4,0,3,0.75,0.75,1.0,0.8571428571428571,,,single_reference_class,0,0,1,3,0.06,4,1.0,EPA,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,28,28,0,22,0.7857142857142857,0.7857142857142857,1.0,0.88,,,single_reference_class,0,0,6,22,0.06,28,1.0,ERP Report,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,2,2,0,2,1.0,1.0,1.0,1.0,,,single_reference_class,0,0,0,2,0.06,2,1.0,GAO,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,9,7,2,8,0.8888888888888888,1.0,0.875,0.9333333333333333,0.5,0.9642857142857143,,1,1,0,7,0.06,9,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_prerana,individual_coder,14,1,13,0,0.9285714285714286,0.0,0.0,0.0,1.0,0.2692307692307692,,13,0,1,0,0.32,14,1.0,EPA,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_prerana,individual_coder,4,4,0,4,1.0,1.0,1.0,1.0,,,single_reference_class,0,0,0,4,0.32,4,1.0,PAR,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_prerana__drop_kyle_only,individual_coder,14,1,13,0,0.9285714285714286,0.0,0.0,0.0,1.0,0.2692307692307692,,13,0,1,0,0.32,14,1.0,EPA,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,labeler_prerana__drop_kyle_only,individual_coder,4,4,0,4,1.0,1.0,1.0,1.0,,,single_reference_class,0,0,0,4,0.32,4,1.0,PAR,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,new_gold_test_only,new_gold,22,5,17,12,0.4090909090909091,0.4,0.16666666666666666,0.23529411764705882,0.4117647058823529,0.4176470588235294,,7,10,3,2,0.06,22,1.0,EPA,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,new_gold_test_only,new_gold,28,22,6,22,0.6428571428571429,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.16666666666666666,0.36742424242424243,,1,5,5,17,0.06,28,1.0,ERP Report,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,new_gold_test_only,new_gold,7,6,1,6,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.5,,0,1,1,5,0.06,7,1.0,GAO,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,new_gold_test_only,new_gold,11,5,6,9,0.6363636363636364,1.0,0.5555555555555556,0.7142857142857143,0.3333333333333333,1.0,,2,4,0,5,0.06,11,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,new_gold_test_only,new_gold,8,8,0,6,0.75,0.75,1.0,0.8571428571428571,,,single_reference_class,0,0,2,6,0.06,8,1.0,PAR,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,18,3,15,12,0.3888888888888889,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.3333333333333333,0.611111111111111,,5,10,1,2,0.06,18,1.0,EPA,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,28,22,6,22,0.6428571428571429,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.16666666666666666,0.36742424242424243,,1,5,5,17,0.06,28,1.0,ERP Report,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,3,3,0,3,1.0,1.0,1.0,1.0,,,single_reference_class,0,0,0,3,0.06,3,1.0,GAO,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,11,5,6,9,0.6363636363636364,1.0,0.5555555555555556,0.7142857142857143,0.3333333333333333,1.0,,2,4,0,5,0.06,11,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,8,8,0,6,0.75,0.75,1.0,0.8571428571428571,,,single_reference_class,0,0,2,6,0.06,8,1.0,PAR,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,old_gold_test_only,old_gold,22,13,9,12,0.5909090909090909,0.6153846153846154,0.6666666666666666,0.64,0.5555555555555556,0.5384615384615384,,5,4,5,8,0.06,22,1.0,EPA,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,old_gold_test_only,old_gold,28,22,6,22,0.6428571428571429,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.16666666666666666,0.36742424242424243,,1,5,5,17,0.06,28,1.0,ERP Report,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,old_gold_test_only,old_gold,7,6,1,6,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.5,,0,1,1,5,0.06,7,1.0,GAO,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,old_gold_test_only,old_gold,11,5,6,9,0.6363636363636364,1.0,0.5555555555555556,0.7142857142857143,0.3333333333333333,1.0,,2,4,0,5,0.06,11,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,old_gold_test_only,old_gold,8,8,0,6,0.75,0.75,1.0,0.8571428571428571,,,single_reference_class,0,0,2,6,0.06,8,1.0,PAR,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,18,11,7,12,0.6111111111111112,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.42857142857142855,0.538961038961039,,3,4,3,8,0.06,18,1.0,EPA,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,28,22,6,22,0.6428571428571429,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.16666666666666666,0.36742424242424243,,1,5,5,17,0.06,28,1.0,ERP Report,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,3,3,0,3,1.0,1.0,1.0,1.0,,,single_reference_class,0,0,0,3,0.06,3,1.0,GAO,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,11,5,6,9,0.6363636363636364,1.0,0.5555555555555556,0.7142857142857143,0.3333333333333333,1.0,,2,4,0,5,0.06,11,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,8,8,0,6,0.75,0.75,1.0,0.8571428571428571,,,single_reference_class,0,0,2,6,0.06,8,1.0,PAR,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,28,9,19,17,0.42857142857142855,0.5555555555555556,0.29411764705882354,0.38461538461538464,0.3684210526315789,0.4970760233918129,,7,12,4,5,0.06,28,1.0,EPA,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,56,50,6,44,0.7142857142857143,0.78,0.8863636363636364,0.8297872340425532,0.16666666666666666,0.3833333333333333,,1,5,11,39,0.06,56,1.0,ERP Report,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,9,8,1,8,0.7777777777777778,0.875,0.875,0.875,0.0,0.5,,0,1,1,7,0.06,9,1.0,GAO,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,18,12,6,16,0.7777777777777778,1.0,0.75,0.8571428571428571,0.3333333333333333,0.9583333333333334,,2,4,0,12,0.06,18,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,11,11,0,9,0.8181818181818182,0.8181818181818182,1.0,0.9,,,single_reference_class,0,0,2,9,0.06,11,1.0,PAR,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,24,7,17,17,0.4166666666666667,0.7142857142857143,0.29411764705882354,0.4166666666666667,0.29411764705882354,0.592436974789916,,5,12,2,5,0.06,24,1.0,EPA,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,56,50,6,44,0.7142857142857143,0.78,0.8863636363636364,0.8297872340425532,0.16666666666666666,0.3833333333333333,,1,5,11,39,0.06,56,1.0,ERP Report,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,5,5,0,5,1.0,1.0,1.0,1.0,,,single_reference_class,0,0,0,5,0.06,5,1.0,GAO,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,18,12,6,16,0.7777777777777778,1.0,0.75,0.8571428571428571,0.3333333333333333,0.9583333333333334,,2,4,0,12,0.06,18,1.0,Hurricane Katrina,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,11,11,0,9,0.8181818181818182,0.8181818181818182,1.0,0.9,,,single_reference_class,0,0,2,9,0.06,11,1.0,PAR,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,22,5,17,9,0.5454545454545454,0.4,0.2222222222222222,0.2857142857142857,0.5882352941176471,0.4411764705882354,,10,7,3,2,0.06,22,1.0,EPA,,,model_scope_optimized_in_sample
model_document,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,28,22,6,19,0.6071428571428571,0.6818181818181818,0.7894736842105263,0.7317073170731707,0.3333333333333333,0.48863636363636365,,2,4,7,15,0.06,28,1.0,ERP Report,,,model_scope_optimized_in_sample
